"Genus","Species","tmax_metric","tmax_acc","tmax_acc_days","tmax_acc_type","tmax_col_time_if_field_fresh","tmax","lat_max","long_max","no_NicheMapR_data","altitude","Phylum","Class","Order","Family","Realm","REF_max","citation_details_or_paper_in_which_data_were_compiled","notes.2017","NM_1cm_airshade","NM_2m_airshade","NM_exposed_bodytemp","NM_exposed_air","NM_exposed_body_wet","NM_shade_body_wet","thermy","weight","weight_source","length","notes","NMGHCND_2m_airshade95","NMGHCND_exposed_Te95","NMGHCND_exposed_Te_wet95","NMGHCND_shade_Te_wet95","NMGHCND_exposed_Tb95","NMGHCND_exposed_Tb_wet95","NMGHCND_shade_Tb_wet95","NMGHCND_2m_shade_Tb95"
"Bufo","marinus","crit",38,NA,"","",41.8,9.153356,-79.846442,"",304.8,"Chordata","Amphibia","Anura","Bufonidae","Terrestrial","Brattstrom_1968","Sunday_et_al_PRSB_2011","",32.66883087,31.20269775,63.34143448,44.9705925,39.16269684,27.4223671,"ectotherm",106.25,"AmphiBIO",24.1,NA,30.2796020507812,52.9190608978271,31.8882111549377,26.8380833625793,52.9169737283914,31.8871564528261,26.8368927380447,30.2797049675432
"Bufo","marmoreus","crit",36,NA,"","",40.2,17,-96.7,"",304.8,"Chordata","Amphibia","Anura","Bufonidae","Terrestrial","Brattstrom_1968","Sunday_et_al_PRSB_2011","",31.90439987,31.23321533,61.1807785,44.11250687,40.7587471,21.1406002,"ectotherm",77.44,"mean from genus",NA,NA,29.422053527832,49.8588573455811,27.9534026145935,20.2768847465515,49.8559968474799,27.9479220379692,20.2755044862908,29.4193533231473
"Bufo","mazatlanensis","crit",30,NA,"","",39.9,27,-109.7,"",304.8,"Chordata","Amphibia","Anura","Bufonidae","Terrestrial","Brattstrom_1968","Sunday_et_al_PRSB_2011","",38.10794067,36.06311035,73.03210449,54.01509857,42.77097702,28.77634621,"ectotherm",77.44,"mean from genus",NA,NA,34.6371780395508,61.7574213027954,33.2165725708008,27.1078116416931,61.7544443076806,33.2149692522324,27.1070682961068,34.6375421439476
"Bufo","nelsoni","crit",30,NA,"","",36.2,36.91,-116.76,"",1524,"Chordata","Amphibia","Anura","Bufonidae","Terrestrial","Brattstrom_1968","Sunday_et_al_PNAS_2014","",39.36262512,38.17132568,70.06764984,51.23931122,41.51916885,23.41522026,"ectotherm",77.44,"mean from genus",NA,NA,33.2167358398438,55.2100671768188,27.3776290893555,19.831072807312,55.2113430248247,27.3751456880426,19.8298739431974,33.2146626025768
"Bufo","woodhousii_fowleri","crit",22,NA,"","",41.1,41.779,-70.103,"",15,"Chordata","Amphibia","Anura","Bufonidae","Terrestrial","Sherman_1970","Sunday_et_al_PNAS_2014","",25.98888779,25.23742676,49.99564743,34.95490646,37.38721848,20.64064026,"ectotherm",16.4,"AmphiBIO",12.7,NA,22.6034545898438,38.2854177474975,24.2795610427856,19.015415763855,38.2853169656036,24.2795543927914,19.0154134185028,22.6034477320662
"Bugula","californica","leth",13,90,"field_fresh","",24.5,38.33,-123.06,"",0,"Bryozoa","Gymnolaemata","Cheilostomatida","Bugulidae","Marine","Zerebecki_and_Sorte_2011","10.1371/journal.pone.0014806","added acclimation based on the range of daily temps reported for Bodega Bay",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bullia","rhodostoma","leth",17.5,90,"field_fresh","",34.7,-33.9,25.6,"",0,"Mollusca","Gastropoda","Neogastropoda","Nassariidae","Marine","Ansell_&_McLachlan_1980","Journal_of_Experimental_Marine_Biology_and_Ecology_48(3):243-251","added acclimation as midpoint of environmental range",NA,NA,NA,NA,NA,NA,"ectotherm",NA,NA,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Camponotus","cruentatus","crit",20,NA,"","",48,41.296,2.09,"",50,"Arthropoda","Insecta","Hymenoptera","Formicidae","Terrestrial","Cerda_2002","Sunday_et_al_PNAS_2014","",29.42961121,27.80371094,54.73475647,42.82810593,33.2775383,21.5073204,"ectotherm",0.897,"From length-weight relationship in Wardhaugh 2013 https://onlinelibrary.wiley.com/doi/pdf/10.1111/aen.12032",1.2,NA,25.3716232299805,46.8121095657349,28.9789026260376,21.1801919937134,46.8121095657345,28.9789026260376,21.1801919937134,25.3716232299805
"Camponotus","slyvaticus","crit",20,NA,"","",46,41.296,2.09,"",50,"Arthropoda","Insecta","Hymenoptera","Formicidae","Terrestrial","Cerda_2002","Sunday_et_al_PNAS_2014","",29.42961121,27.80371094,54.73475647,42.82810593,33.2775383,21.5073204,NA,NA,NA,NA,NA,25.3716232299805,46.8121095657349,28.9789026260376,21.1801919937134,NA,NA,NA,NA
"Canonopsis","sericeus","crit",7.5,7,"","",38.6,-53.05742,73.549233,"Heard",5,"Arthropoda","Insecta","Coleoptera","Curculionidae","Terrestrial","Klok_and_Chown_2003","Sunday_et_al_PRSB_2011","citation: Klok CJ and Chown SL. Biological Journal of the Linnean Society 2003 78 401_414. NOW ENTERED",NA,NA,NA,NA,NA,NA,"ectotherm",0.0589,"Chown et al. 2007 https://doi.org/10.1111/j.1365-2435.2007.01245.x",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cataglyphis","cursor","crit",20,NA,"","",50,41.296,2.09,"",50,"Arthropoda","Insecta","Hymenoptera","Formicidae","Terrestrial","Cerda_2002","Sunday_et_al_PNAS_2014","",29.42961121,27.80371094,54.73475647,42.82810593,33.2775383,21.5073204,"ectotherm",0.897,"From length-weight relationship in Wardhaugh 2013 https://onlinelibrary.wiley.com/doi/pdf/10.1111/aen.12032",1.2,NA,25.3716232299805,46.8121095657349,28.9789026260376,21.1801919937134,46.8121095657345,28.9789026260376,21.1801919937134,25.3716232299805
"Chamaeleo","bitaeniatus","crit",28.6,90,"field_fresh","",42.1,1.226387,36.26,"",2000,"Chordata","Reptilia","Squamata","Chamaeleonidae","Terrestrial","Bennett_2004","Sunday_et_al_PRSB_2011","considered field_fresh and field temp assumed from body temp assesments in field prior to experiment.",35.47634506,34.61578369,58.55242157,47.88367462,32.73636246,23.7328949,"ectotherm",145.87,"Slavenko et al. 2016 database",NA,NA,33.1074249267578,54.0214921951294,30.8739608764648,23.156920337677,54.0131573189719,30.8475766261739,23.1513905564328,33.1048551244913
"Chamaeleo","dilepis","crit",31.7,90,"field_fresh","",43.6,-2.413422,37.9,"",800,"Chordata","Reptilia","Squamata","Chamaeleonidae","Terrestrial","Bennett_2004","Sunday_et_al_PRSB_2011","considered field_fresh and field temp assumed from body temp assesments in field prior to experiment.",32.0377655,30.86569214,55.47854996,44.69832611,31.83461761,21.67343712,"ectotherm",138.13,"Slavenko et al. 2016 database",NA,NA,29.0210586547852,49.9779132843018,29.2423954963684,21.5056160926819,49.9751019291514,29.2210660459436,21.4990199197311,29.0208031290714
"Chamaeleo","ellioti","crit",30.3,90,"field_fresh","",41.8,0.210382,35.1,"",1800,"Chordata","Reptilia","Squamata","Chamaeleonidae","Terrestrial","Bennett_2004","Sunday_et_al_PRSB_2011","considered field_fresh and field temp assumed from body temp assesments in field prior to experiment.",27.54253006,27.11010742,48.93707275,38.689888,27.58344078,17.59302902,"ectotherm",21.26,"Slavenko et al. 2016 database",NA,NA,25.3187255859375,44.9458564758301,23.8810755729675,17.513486289978,44.9457137037287,23.8810224606164,17.5134557964263,25.3186882679417
"Chamaeleo","hohnelii","crit",30.1,90,"field_fresh","",40.8,-1.274359,36.8,"",1700,"Chordata","Reptilia","Squamata","Chamaeleonidae","Terrestrial","Bennett_2004","Sunday_et_al_PRSB_2011","considered field_fresh and field temp assumed from body temp assesments in field prior to experiment.",26.72202873,25.99478149,46.91698074,36.90167618,26.9012394,17.38418961,NA,NA,NA,NA,NA,24.2518615722656,43.0683135986328,23.474732875824,17.488312625885,NA,NA,NA,NA
"Chamaeleo","jacksonii","crit",29.2,90,"field_fresh","",41,-1.274359,36.8,"",1700,"Chordata","Reptilia","Squamata","Chamaeleonidae","Terrestrial","Bennett_2004","Sunday_et_al_PRSB_2011","considered field_fresh and field temp assumed from body temp assesments in field prior to experiment.",26.72202873,25.99478149,46.91698074,36.90167618,26.9012394,17.38418961,"ectotherm",91.18,"Slavenko et al. 2016 database",NA,NA,24.2518615722656,43.0683135986328,23.474732875824,17.488312625885,43.0670936224851,23.4737130628444,17.487563878908,24.2510285608752
"Chamaeleo","schubotzi","crit",19.1,90,"field_fresh","",41.6,-0.154284,37.3,"",3300,"Chordata","Reptilia","Squamata","Chamaeleonidae","Terrestrial","Bennett_2004","Sunday_et_al_PRSB_2011","considered field_fresh and field temp assumed from body temp assesments in field prior to experiment.",16.24791145,15.4977417,38.87286377,27.68185997,18.48176003,9.204763412,"ectotherm",14,"Slavenko et al. 2016 database",NA,NA,13.9439697265625,34.0220682144165,17.0974558830261,9.36235656738281,34.022065813174,17.0974568952849,9.36236039106798,13.9439627237767
"Charina","bottae","crit",14,NA,"","",38,44.58,-123.26,"",70,"Chordata","Reptilia","Squamata","Boidae","Terrestrial","Brattstrom_1965","Sunday_et_al_PNAS_2014","",27.79916573,26.91525269,49.29927063,39.18560028,30.05421638,18.50606918,"ectotherm",292.24,"Slavenko et al. 2016 database",NA,NA,23.1012145996094,41.8359527587891,24.367874622345,17.565634059906,41.8356558349689,24.3824172739192,17.5532359610143,23.110017848034
"Chirodica","chalcoptera","crit",19,14,"","",41,-33.6,19,"",350,"Arthropoda","Insecta","Coleoptera","Chrysomelidae","Terrestrial","Terblanche_et_al_2005","Sunday_et_al_PRSB_2011","",30.80046844,29.44888306,55.25621414,42.97881317,32.34001923,20.15643692,"ectotherm",0.0023,"mean from Brose et al. dataset",NA,NA,27.3432510375977,49.7150094985962,28.8267470359802,20.455913066864,49.7150094985962,28.8267470359802,20.455913066864,27.3432510375977
"Choromytilus","chorus","leth",13,7,"lab","",26.3,-36.5,-73.9,"",0,"Mollusca","Bivalvia","Mytiloida","Mytilidae","Marine","Urban_1994","Marine_Ecology_Progress_Series_107:_139-145_1994","added acclimation",NA,NA,NA,NA,NA,NA,"ectotherm",NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chromis","atrilobata","crit",26.5,90,"field_fresh","",35.2,2.96,-78.2,"",0,"Chordata","Actinopterygii","Perciformes","Pomacentridae","Marine","Mora_and_Ospina_2001;_2002","Sunday_et_al_PRSB_2011","added acclimation",NA,NA,NA,NA,NA,NA,"ectotherm",37.04176568,"fishbase from LW relationship",13.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chrysomela","aeneicollis","crit",25,NA,"","",39,37.18,-118.28,"",3200,"Arthropoda","Insecta","Coleoptera","Chrysomelidae","Terrestrial","Neargarder_2003","Sunday_et_al_PNAS_2014","",35.11680603,34.02496338,59.47552872,47.75297546,30.35815239,18.80897141,"ectotherm",0.0023,"mean from Brose et al. dataset",NA,NA,28.9454345703125,51.6652282714844,24.8518136024475,17.4512214660644,51.6652282714844,24.8518136024475,17.4512214660644,28.9454345703125
"Cirrhitichthys","oxycephalus","crit",26.5,90,"field_fresh","",35.8,2.96,-78.2,"",0,"Chordata","Actinopterygii","Perciformes","Cirrhitidae","Marine","Mora_and_Ospina_2001;_2002","Sunday_et_al_PRSB_2011","added acclimation",NA,NA,NA,NA,NA,NA,"ectotherm",18.06671054,"fishbase from LW relationship",10,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clubiona","similis","crit",15,NA,"","",42,55.4,14.19,"",3,"Arthropoda","Arachnida","Araneae","Clubionidae","Terrestrial","Almquist_1970","Sunday_et_al_PRSB_2011","",21.45034218,20.69140625,37.31809998,29.06827927,22.77695847,16.03072166,"ectotherm",12.9,"from length-weight relationship in Wardhaugh 2013 https://onlinelibrary.wiley.com/doi/pdf/10.1111/aen.12032",0.8,NA,18.8396835327148,33.0004692077637,21.0164030075073,15.8041455745697,33.0004704808551,21.0164048347136,15.8041465501202,18.8396826457374
"Clubiona","trivialis","crit",15,NA,"","",41.4,55.4,14.19,"",3,"Arthropoda","Arachnida","Araneae","Clubionidae","Terrestrial","Almquist_1970","Sunday_et_al_PRSB_2011","",21.45034218,20.69140625,37.31809998,29.06827927,22.77695847,16.03072166,"ectotherm",0.0276,"from length-weight relationship in Wardhaugh 2013 https://onlinelibrary.wiley.com/doi/pdf/10.1111/aen.12032",0.6,NA,18.8396835327148,33.0004692077637,21.0164030075073,15.8041455745697,33.0004692077637,21.0164030075073,15.8041455745697,18.8396835327148
"Clupea","herengus","leth",10,8,"","",19.6,47,-63.67,"",0,"Chordata","Actinopterygii","Clupeiformes","Clupeidae","Marine","Brawn_1960_in_Brett_1970","Sunday_et_al_PRSB_2011","change reference because previous data was for larvae; added acclimation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cnemidocarpa","bicornuta","crit",13,90,"field_fresh","",29,-45.4,167.1,"",0,"Chordata","Ascidiacea","Stolidobranchia","Styelidae","Marine","Morley_et_al2016","Journal_of_the_Marine_Biological_Association_of_the_United_Kingdom_2016_96(1)_159_165","added acclimation; some more species from antarctica could be added",NA,NA,NA,NA,NA,NA,"ectotherm",NA,NA,4.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cnemidophorus","tigris","crit",NA,NA,"","",45.1,43,-116.2,"",300,"Chordata","Reptilia","Squamata","Teiidae","Terrestrial","van_Berkum_1988","Sunday_et_al_PRSB_2011","acclimation conditions in Van Berkum's thesis",34.61141968,33.66326904,57.97340775,46.73783112,30.28308296,18.49983406,"ectotherm",79.1,"Slavenko et al. 2016 database",NA,NA,27.8634643554688,48.1185363769531,24.0513116836548,17.3311777114868,48.1182955163208,24.0519356484766,17.3304299546699,27.8629648155604
"Cookia","sulcata","crit",16,90,"field_fresh","",32.7,-45.8,170.6,"",0,"Mollusca","Gastropoda","Vetigastropoda","Turbinidae","Marine","Morley_et_al2016","Journal_of_the_Marine_Biological_Association_of_the_United_Kingdom_2016_96(1)_159_165","added acclimation; some more species from antarctica could be added",NA,NA,NA,NA,NA,NA,"ectotherm",15,"Wet meat weight (without shell);  Anderson 1981 https://doi.org/10.1016/0305-4403(81)90020-0",8.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cophixalis","ornatus","crit",30,NA,"","",33.3,-17.82,146,"",304.8,"Chordata","Amphibia","Anura","Microhylidae","Terrestrial","Brattstrom_1970","Sunday_et_al_PNAS_2014","",32.88417053,31.22332764,63.072258,44.17890167,40.80558395,25.45233536,"ectotherm",1.259060575,"approximation from length/weight ratio in Bancila et al. 2010 DOI:10.1163/017353710X518405",2.5,NA,30.150390625,50.9928558349609,31.8005094528198,24.3871845245361,50.9928558349511,31.8005094528198,24.3871845245361,30.1503906249989
"Coptotermes","formosanus","crit",25,90,"field_fresh","",45.9,39.391166,-85.48,"",200,"Arthropoda","Insecta","Isoptera","Rhinotermitidae","Terrestrial","Hu_and_Appel_2004","Sunday_et_al_PRSB_2011","acclimation data added",30.23506165,29.51168823,49.89137268,40.80636215,31.47378159,22.12786102,"ectotherm",0.00295,"Chown et al. 2007 https://doi.org/10.1111/j.1365-2435.2007.01245.x",NA,NA,27.0083480834961,43.7993173599243,27.6685539245605,21.3366064071655,43.7993173599243,27.6685539245605,21.3366064071655,27.0083480834961
"Coryphopterus","urospilus","crit",26.5,90,"field_fresh","",35.4,2.96,-78.2,"",0,"Chordata","Actinopterygii","Perciformes","Gobiidae","Marine","Mora_and_Ospina_2001;_2002","Sunday_et_al_PRSB_2011","added acclimation",NA,NA,NA,NA,NA,NA,"ectotherm",3.044917822,"fishbase from LW relationship",6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Crangon","crangon","crit",24,14,"lab","",33.8,38,-9,"",0,"Arthropoda","Malacostraca","Decapoda","Crangonidae","Marine","Madeira_et_al2012","Journal_of_Sea_Research_70_(2012)_32_41","added acclimation",NA,NA,NA,NA,NA,NA,"ectotherm",3.345,"Haefner & Spaargaren 1993 https://doi.org/10.2307/1548792",8.899999619,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Craugastor","fleischmanni","crit",23,NA,"","",31.4,10,-83.7,"",1554.48,"Chordata","Amphibia","Anura","Craugastoridae","Terrestrial","Brattstrom_1968","Sunday_et_al_PRSB_2011","",24.95676422,23.60028076,55.10172272,37.43376923,38.94483948,19.80913734,"ectotherm",30.1249997,"approximation from length/weight ratio in Bancila et al. 2010 DOI:10.1163/017353710X518405",7.5,NA,23.1006622314453,45.2381065368652,28.2958262443542,19.5369797706604,45.2378670251707,28.2954480052545,19.5369036949304,23.1006955251625
"Crinia","darlingtoni","crit",5,NA,"","",31,-28.28,153.11,"",762,"Chordata","Amphibia","Anura","Myobatrachidae","Terrestrial","Brattstrom_1970","Sunday_et_al_PNAS_2014","",28.04655075,26.97045898,56.71622849,38.811203,40.17242432,20.4863987,"ectotherm",0.39,"AmphiBIO",3,NA,25.4716720581055,45.4030696868896,26.3114207267761,19.1139625549316,45.4030696868896,26.3114207267761,19.1139625549316,25.4716720581055
"Crinia","laevis","crit",25,NA,"","",33.5,-37.5,142.5,"",304.8,"Chordata","Amphibia","Anura","Myobatrachidae","Terrestrial","Brattstrom_1970","Sunday_et_al_PNAS_2014","",28.37572098,27.52709961,57.06721497,38.67898178,39.95745087,18.84355545,"ectotherm",0.92,"AmphiBIO",3.5,NA,23.9783325195312,41.1810262680054,22.7524024963379,16.8520846366882,41.1810262680053,22.7524024963377,16.8520846366882,23.9783325195312
"Crinia","parainsignifera","crit",5,NA,"","",30.5,-31.55,147.2,"",304.8,"Chordata","Amphibia","Anura","Myobatrachidae","Terrestrial","Brattstrom_1970","Sunday_et_al_PNAS_2014","",35.96599579,34.33392334,70.64020538,50.58118439,43.04020309,23.42436218,"ectotherm",0.66,"AmphiBIO",2,NA,31.5249404907226,56.6147930145264,30.3731114387512,21.2721127510071,56.6147930145263,30.3731114387512,21.2721127510071,31.5249404907226
"Crinia","signifera","crit",25,NA,"","",34.9,-36.45,148.26,"",1981.2,"Chordata","Amphibia","Anura","Myobatrachidae","Terrestrial","Brattstrom_1970","Sunday_et_al_PNAS_2014","",24.57294083,22.92608643,62.83847809,41.87213135,42.01961899,15.51280689,"ectotherm",1.9,"AmphiBIO",3.2,NA,19.6741607666015,46.6007389068603,23.754519367218,13.8997387886047,46.6007389063597,23.7545193672182,13.8997387886049,19.6741607666017
"Crinia","victoriana","crit",5,NA,"","",29.5,-37.84,146.27,"",944.9,"Chordata","Amphibia","Anura","Myobatrachidae","Terrestrial","Brattstrom_1970","Sunday_et_al_PNAS_2014","",25.71559715,24.82904053,55.75894928,37.08562469,38.64420319,17.48449135,"ectotherm",1.57,"AmphiBIO",3.5,NA,21.9710571289062,40.3924646377563,22.4782723426819,15.8868032455444,40.392464637707,22.4782723426819,15.8868032455444,21.971057128905
"Cryptopygus","cisantarcticus","crit",3,90,"field_fresh","summer",31.6,-71.68333333,170,"Antarctica",0,"Arthropoda","Entognatha","Collembola","Isotomidae","Terrestrial","Sinclair_et_al._2006","Sunday_et_al_PRSB_2011","citation year has been corrected; acclimation data added; field temp data from Fig 8; Dec 10",NA,NA,NA,NA,NA,NA,"ectotherm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ctenotus","regius","crit",35,NA,"","",45.1,-30,150,"",NA,"Chordata","Reptilia","Squamata","Scincidae","Terrestrial","Bennett_and_John-Alder_1986","Sunday_et_al_PRSB_2011","",33.69905853,32.23156738,62.75935745,49.77322769,34.18748474,21.41693115,"ectotherm",11.8,"Slavenko et al. 2016 database",NA,NA,29.2859649658203,55.9251811981201,30.4193519592285,20.7009906768799,55.9251776154446,30.4193508361152,20.7009890658381,29.2859651398072
"Ctenotus","taeniolatus","crit",35,NA,"","",44.7,-34.57,139.57,"",0,"Chordata","Reptilia","Squamata","Scincidae","Terrestrial","Bennett_and_John-Alder_1986","Sunday_et_al_PRSB_2011","",33.04485703,31.40286255,61.28746796,48.3489151,33.02340698,19.20618057,"ectotherm",14.78,"Slavenko et al. 2016 database",10,NA,28.3101196289062,52.8508655548095,28.6215553283691,19.22421875,52.850775798785,28.6215463878817,19.2242129745749,28.3100917145882
"Ctenotus","uber","crit",35,NA,"","",45.5,-34.57,139.57,"",0,"Chordata","Reptilia","Squamata","Scincidae","Terrestrial","Bennett_and_John-Alder_1986","Sunday_et_al_PRSB_2011","",33.04485703,31.40286255,61.28746796,48.3489151,33.02340698,19.20618057,"ectotherm",11.34,"Slavenko et al. 2016 database",NA,NA,28.3101196289062,52.8508655548095,28.6215553283691,19.22421875,52.8508358852428,28.6215533138699,19.2242174486529,28.3101104149812
"Cyclorana","alboguttatus","crit",5,NA,"","",33.8,-20,146.8,"",304.8,"Chordata","Amphibia","Anura","Hylidae","Terrestrial","Brattstrom_1970","Sunday_et_al_PNAS_2014","",35.17210388,32.5479126,70.13134003,50.1784668,42.60696793,25.51773834,"ectotherm",11.31,"AmphiBIO",6.5,NA,31.1237182617188,58.4305137634277,33.5218908309936,24.2201325416565,58.4305156162149,33.521884566427,24.2201306962112,31.1237140428252
"Cyprinodon","dearborni","leth",32,90,"field_fresh","",35.7,18,-64.5,"",0,"Chordata","Actinopterygii","Cyprinodontiformes","Cyprinodontidae","Marine","in_Brett_1970","Sunday_et_al_PRSB_2011","added acclimation as midpoint of field environmental range.",NA,NA,NA,NA,NA,NA,"ectotherm",NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
