Genus,Species,N,Tmax,max_metric,error,error measure,Multiple measures,max_interval_after_LT0,Tmax_2,max_metric_2,error,error measure,max_interval_before_LT100,max_pretreatment,max_ramp,lat_max,long_max,elevation_max,REF_max,location_max,N,tmin,min_metric,error,error_type,Multiple measures_min,min_interval_after_LT0,N,tmin_2,min_metric_2,error,error_type,min_interval_before_LT100,min_pretreatment,ramp_min,lat_min,long_min,elevation_min,REF_min,location_min,Phylum,Class,Order,Family,Quality of UTNZ
Sminthopsis,crassicaudata,,,,,,,,,,,,,,,,,,,,,30,LTNZ,,,N,,,,,,,,,,-25.9,139.4,,Kennedy_&_Macfarlane_1971,1,Chordata,Mammalia,Dasyuromorphia,Dasyuridae,
Neotoma,lepida,,,,,,,,,,,,,,,,,,,,21,25,LTNZ,,,N,,,,,,,,24,,37.1,-114,,Kurnath_&_Dearing_2013,1,Chordata,Mammalia,Rodentia,Cricetidae,
Isoodon,obesulus,,,,,,,,,,,,,,,,,,,,6,25,LTNZ,,,N,,,,,,,,F,,-31.95,115.85,,Larcombe_2002,1,Chordata,Mammalia,Peramelemorphia,Peramelidae,
Notiosorex,crawfordi,,,,,,,,,,,,,,,,,,,,8,32,LTNZ,,,N,,,,,,,,,,32.24,-110.49,900,Lindstedt_1980,1,Chordata,Mammalia,Insectivora,Soricidae,
Zalophus,californianus,,,,,,,,,,,,,,,,,,,,5,6.4,LTNZ,,,N,,,,,,,,,,33.2,-119.49,,Liwanag_et_al_2009,1,Chordata,Mammalia,Carnivora,Otariidae,
Sorex,minutus,,,,,,,,,,,,,,,,,,,,12,22,LTNZ,,,N,,,,,,,,,,53.28,6.15,,McDevitt_&_Andrews_1995,1,Chordata,Mammalia,Insectivora,Soricidae,
Dobsonia,anderseni,,,,,,,,,,,,,,,,,,,,2,28,LTNZ,,,N,,,,,,,,,,-4.3,152,150,McNab_&_Bonaccorso_2001,1,Chordata,Mammalia,Chiroptera,Pteropodidae,
Dobsonia,moluccensis,,,,,,,,,,,,,,,,,,,,7,17,LTNZ,,,N,,,,,,,,,,-4.98,145.1,100,McNab_&_Bonaccorso_2001,1,Chordata,Mammalia,Chiroptera,Pteropodidae,
Paranyctimene,raptor,,,,,,,,,,,,,,,,,,,,9,27,LTNZ,,,N,,,,,,,,,,-4.98,145.1,100,McNab_&_Bonaccorso_2001,1,Chordata,Mammalia,Chiroptera,Pteropodidae,
Rousettus,amplexicaudatus,,,,,,,,,,,,,,,,,,,,2,27,LTNZ,,,N,,,,,,,,,,-4.98,145.1,100,McNab_&_Bonaccorso_2001,1,Chordata,Mammalia,Chiroptera,Pteropodidae,
Spalax,leucodon,,,,,,,,,,,,,,,,,,,,1,25,LTNZ,,,N,,,,,,,,24,,41.23,33.46,,McNab_1966,1,Chordata,Mammalia,Rodentia,Spalacidae,
Tachyoryctes,splendens,,,,,,,,,,,,,,,,,,,,5,27,LTNZ,,,N,,,,,,,,24,,-1.77,36.49,,McNab_1966,1,Chordata,Mammalia,Rodentia,Spalacidae,
Artibeus,concolor,,,,,,,,,,,,,,,,,,,,7,29,LTNZ,,,N,,,,,,,,,,-41.01,-62.47,,McNab_1969,2,Chordata,Mammalia,Chiroptera,Phyllostomidae,
Desmodus,rotundus,,,,,,,,,,,,,,,,,,,,40,29,LTNZ,,,N,,,,,,,,,,-20.05,-56.47,,McNab_1969,2,Chordata,Mammalia,Chiroptera,Phyllostomidae,
Phyllostomus,elongatus,,,,,,,,,,,,,,,,,,,,1,25,LTNZ,,,N,,,,,,,,,,-41.02,-62.47,,McNab_1969,2,Chordata,Mammalia,Chiroptera,Phyllostomidae,
Platyrrhinus,lineatus,,,,,,,,,,,,,,,,,,,,2,30,LTNZ,,,N,,,,,,,,,,-41.02,-62.48,,McNab_1969,2,Chordata,Mammalia,Chiroptera,Phyllostomidae,
Sturnira,lilium,,,,,,,,,,,,,,,,,,,,19,30,LTNZ,,,N,,,,,,,,,,-20.05,-56.48,,McNab_1969,2,Chordata,Mammalia,Chiroptera,Phyllostomidae,
Uroderma,bilobatum,,,,,,,,,,,,,,,,,,,,2,30,LTNZ,,,N,,,,,,,,,,-41.02,-62.48,,McNab_1969,2,Chordata,Mammalia,Chiroptera,Phyllostomidae,
Chironectes,minimus,,,,,,,,,,,,,,,,,,,,3,24.5,LTNZ,,,N,,,,,,,,,,8.32,-80.46,,McNab_1978,2,Chordata,Mammalia,Didelphimorphia,Didelphidae,
Didelphis,marsupialis,,,,,,,,,,,,,,,,,,,,2,25.5,LTNZ,,,N,,,,,,,,,,23.38,-79.53,,McNab_1978,2,Chordata,Mammalia,Didelphimorphia,Didelphidae,
Monodelphis,brevicaudata,,,,,,,,,,,,,,,,,,,,2,28.76,LTNZ,,,N,,,,,,,,,,10.42,-70.57,,McNab_1978,2,Chordata,Mammalia,Didelphimorphia,Didelphidae,
Heteromys,anomalus,,,,,,,,,,,,,,,,,,,,2,26,LTNZ,,,N,,,,,,,,,,9.1,-64.37,,McNab_1979a,1,Chordata,Mammalia,Rodentia,Heteromyidae,
Aplodontia,rufa,,,,,,,,,,,,,,,,,,,,3,26.5,LTNZ,,,N,,,,,,,,,,44.3,-123.33,,McNab_1979b,1,Chordata,Mammalia,Rodentia,Aplodontiidae,
Dasypus,novemcinctus,,,,,,,,,,,,,,,,,,,,5,28,LTNZ,,,N,,,,,,,,,,29.39,-82.19,,McNab_1980,1,Chordata,Mammalia,Cingulata,Dasypodidae,
Euphractus,sexcinctus,,,,,,,,,,,,,,,,,,,,2,26,LTNZ,,,N,,,,,,,,,,-22.37,-44.4,,McNab_1980,2,Chordata,Mammalia,Cingulata,Dasypodidae,
Priodontes,maximus,,,,,,,,,,,,,,,,,,,,1,27,LTNZ,,,N,,,,,,,,,,4.51,-58.55,,McNab_1980,2,Chordata,Mammalia,Cingulata,Dasypodidae,
Tolypeutes,matacus,,,,,,,,,,,,,,,,,,,,4,28,LTNZ,,,N,,,,,,,,,,-40.43,-63.37,,McNab_1980,2,Chordata,Mammalia,Cingulata,Dasypodidae,
Zaedyus,pichiy,,,,,,,,,,,,,,,,,,,,3,28,LTNZ,,,N,,,,,,,,,,-40.43,-63.37,,McNab_1980,2,Chordata,Mammalia,Cingulata,Dasypodidae,
Cyclopes,didactylus,,,,,,,,,,,,,,,,,,,,3,25,LTNZ,,,N,,,,,,,,,,-7.7,-69.1,,McNab_1984,1,Chordata,Mammalia,Pilosa,Cyclopedidae,
Elephantulus,rufescens,,,,,,,,,,,,,,,,,,,,6,33,LTNZ,,,N,,,,,,,,,,1.007864,37.97849,,McNab_1984,3,Chordata,Mammalia,Macroscelidea,Macroscelididae,
Oxymycterus,roberti,,,,,,,,,,,,,,,,,,,,2,33,LTNZ,,,N,,,,,,,,,,-15.58,-49.36,,McNab_1984,1,Chordata,Mammalia,Rodentia,Cricetidae,
Tamandua,mexicana,,,,,,,,,,,,,,,,,,,,3,19,LTNZ,,,N,,,,,,,,,,9.1,-79.7,,McNab_1984,1,Chordata,Mammalia,Pilosa,Myrmecophagidae,
Tamandua,tetradactyla,,,,,,,,,,,,,,,,,,,,2,23,LTNZ,,,N,,,,,,,,,,-23.44,-58.44,,McNab_1984,2,Chordata,Mammalia,Pilosa,Myrmecophagidae,
Arborimus,longicaudus,,,,,,,,,,,,,,,,,,,,6,23,LTNZ,,,N,,,,,,,,20,,40.7,-123.8,,McNab_1992,1,Chordata,Mammalia,Rodentia,Cricetidae,
Dicrostonyx,groenlandicus,,,,,,,,,,,,,,,,,,,,7,15.5,LTNZ,,,N,,,,,,,,20,,69.3,-81.59,,McNab_1992,1,Chordata,Mammalia,Rodentia,Cricetidae,
Microtus,oeconomus,,,,,,,,,,,,,,,,,,,,9,22.5,LTNZ,,,N,,,,,,,,20,,64.8,-147.7,,McNab_1992,1,Chordata,Mammalia,Rodentia,Cricetidae,
Phenacomys,intermedius,,,,,,,,,,,,,,,,,,,,13,25,LTNZ,,,N,,,,,,,,20,,39.5,-105.8,,McNab_1992,2,Chordata,Mammalia,Rodentia,Cricetidae,
Arctogalidia,trivirgata,,,,,,,,,,,,,,,,,,,,4,19,LTNZ,,,N,,,,,,,,,,18.04,98.44,,McNab_1995,3,Chordata,Mammalia,Carnivora,Viverridae,
Herpailurus,yagouaroundi,,,,,,,,,,,,,,,,,,,,2,27,LTNZ,,,N,,,,,,,,,,-8.762805,-68.43937,,McNab_2000b,3,Chordata,Mammalia,Carnivora,Felidae,
Lynx,rufus,,,,,,,,,,,,,,,,,,,,3,19,LTNZ,,,N,,,,,,,,,,29.7,-82.35,,McNab_2000b,1,Chordata,Mammalia,Carnivora,Felidae,
Bradypus,variegatus,,,,,,,,,,,,,,,,,,,,10,18,LTNZ,,,N,,,,,,,,,,9.1,-79.72,,Montgomery_1978,1,Chordata,Mammalia,Pilosa,Bradypodidae,
Choloepus,hoffmanni,,,,,,,,,,,,,,,,,,,,,24,LTNZ,,,N,,,,,,,,,,8.88,-74.53,,Montgomery_1978,1,Chordata,Mammalia,Pilosa,Megalonychidae,
Peromyscus,megadontomys,,,,,,,,,,,,,,,,,,,,6,27.1,LTNZ,,,N,,,,,,,,23,,17.55,-99.5,,Musser_&_Shoemaker_1965,1,Chordata,Mammalia,Rodentia,Cricetidae,
Tamiasciurus,hudsonicus,,,,,,,,,,,,,,,,,,,,12,15,LTNZ,,,N,,,,,,,,,,50.29,-98.31,,Pauls_1981,1,Chordata,Mammalia,Rodentia,Sciuridae,
Erophylla,bombifrons,,,,,,,,,,,,,,,,,,,,35,30,LTNZ,,,N,,,,,,,,,,18.39,-67.15,,Rodriguez-Duran_1995,1,Chordata,Mammalia,Chiroptera,Phyllostomidae,
Mormoops,blainvillei,,,,,,,,,,,,,,,,,,,,52,30,LTNZ,,,N,,,,,,,,,,18.39,-67.15,,Rodriguez-Duran_1995,1,Chordata,Mammalia,Chiroptera,Mormoopidae,
Callorhinus,ursinus,,,,,,,,,,,,,,,,,,,,6,5.4,LTNZ,,,N,,,,,,,,,,57.2,-170.3,,Rosen_&_Trites_2014,1,Chordata,Mammalia,Carnivora,Otariidae,
Myopus,schisticolor,,,,,,,,,,,,,,,,,,,,10,20.9,LTNZ,,,N,,,,,,,,12,,65.19,25.26,,Saarela_&_Hissa_1993,1,Chordata,Mammalia,Rodentia,Cricetidae,
Callithrix,geoffroyi,,,,,,,,,,,,,,,,,,,,1,20,LTNZ,,,N,,,,,,,,,,9.1,-79.8,,Scholander_et_al_1950,1,Chordata,Mammalia,Primates,Cebidae,
Nasua,narica,,,,,,,,,,,,,,,,,,,,2,21,LTNZ,,,N,,,,,,,,,,9.1,-79.8,,Scholander_et_al_1950,1,Chordata,Mammalia,Carnivora,Procyonidae,
Procyon,cancrivorus,,,,,,,,,,,,,,,,,,,,1,27,LTNZ,,,N,,,,,,,,,,9.1,-79.8,,Scholander_et_al_1950,1,Chordata,Mammalia,Carnivora,Procyonidae,
Proechimys,semispinosus,,,,,,,,,,,,,,,,,,,,1,24.5,LTNZ,,,N,,,,,,,,,,9.1,-79.8,,Scholander_et_al_1950,1,Chordata,Mammalia,Rodentia,Echimyidae,
Acomys,cahirinus,,,,,,,,,,,,,,,,,,,,6,27,LTNZ,,,N,,,,,,,,,,30.03,35.02,,Shkolnik_&_Borut_1969,2,Chordata,Mammalia,Rodentia,Muridae,
Erinaceus,europaeus,,,,,,,,,,,,,,,,,,,,8,26,LTNZ,,,N,,,,,,,,,,32,34.8,,Shkolnik_&_Schmidt-Nielsen_1976,1,Chordata,Mammalia,Insectivora,Erinaceidae,
Crocidura,olivieri,,,,,,,,,,,,,,,,,,,,11,27.5,LTNZ,,,N,,,,,,,,F,,6.81,-5.26,,Sparti_1990,2,Chordata,Mammalia,Insectivora,Soricidae,
Crocidura,hildegardeae,,,,,,,,,,,,,,,,,,,,3,30,LTNZ,,,N,,,,,,,,F,,-4.14,29.53,,Sparti_1990,2,Chordata,Mammalia,Insectivora,Soricidae,
Crocidura,poensis,,,,,,,,,,,,,,,,,,,,6,30,LTNZ,,,N,,,,,,,,F,,5.35,-4.02,,Sparti_1990,2,Chordata,Mammalia,Insectivora,Soricidae,
Crocidura,luna,,,,,,,,,,,,,,,,,,,,3,31,LTNZ,,,N,,,,,,,,F,,-4.14,29.53,,Sparti_1990,2,Chordata,Mammalia,Insectivora,Soricidae,
Crocidura,jouvenetae,,,,,,,,,,,,,,,,,,,,3,31,LTNZ,,,N,,,,,,,,F,,5.35,-4.02,,Sparti_1990,2,Chordata,Mammalia,Insectivora,Soricidae,
Crocidura,viaria,,,,,,,,,,,,,,,,,,,,6,31,LTNZ,,,N,,,,,,,,F,,14.68,-0.46,,Sparti_1990,2,Chordata,Mammalia,Insectivora,Soricidae,
Sorex,alpinus,,,,,,,,,,,,,,,,,,,,3,25,LTNZ,,,N,,,,,,,,F,,46.18,6.54,,Sparti_1990,1,Chordata,Mammalia,Insectivora,Soricidae,
Lasiorhinus,latifrons,,,,,,,,,,,,,,,,,,,,8,25.5,LTNZ,,,N,,,,,,,,,,-34.36,139.79,,Wells_1978,1,Chordata,Mammalia,Diprotodontia,Vombatidae,
Vulpes,cana,,,,,,,,,,,,,,,,,,,,2,20,LTNZ,,,N,,,,,,,,F,,20.8,40.8,2200,Williams_et_al_2004,1,Chordata,Mammalia,Carnivora,Canidae,
Martes,americana,,,,,,,,,,,,,,,,,,,,5,29,LTNZ,,,N,,,,,,,,20,,38.96,-106.99,,Worthen_&_Kilgore_1981,1,Chordata,Mammalia,Carnivora,Mustelidae,
Balanus,crenatus,20,25.2,LT50,,,N,,,,,,,,,55.75,-4.9,0.907,Davenport_&_Davenport_2005,1,20,-1.4,LT50,,,N,,,,,,,,,,55.75,-4.9,0.907,Davenport_&_Davenport_2005,1,Arthropoda,Maxillopoda,Sessilia,Balanidae,
Semibalanus,balanoides,20,34.9,LT50,,,N,,,,,,,,,55.75,-4.9,3.13,Davenport_&_Davenport_2005,1,20,-14.6,LT50,,,N,,,,,,,,,,55.75,-4.9,3.13,Davenport_&_Davenport_2005,1,Arthropoda,Maxillopoda,Sessilia,Archaeobalanidae,
Tigriopus,angulatus,20,21.9,LT50,,,N,,,,,,,10,1,-54.18,-36.66,0,Davenport_et_al_1997,1,20,-7.6,LT50,,,N,,,,,,,,10,,-54.18,-36.66,0,Davenport_et_al_1997,1,Arthropoda,Maxillopoda,Harpacticoida,Harpacticidae,
Tigriopus,brevicornis,20,35.1,LT50,,,N,,,,,,,10,1,55.76,-4.91,0,Davenport_et_al_1997,1,20,-16.9,LT50,,,N,,,,,,,,10,,55.76,-4.91,0,Davenport_et_al_1997,1,Arthropoda,Maxillopoda,Harpacticoida,Harpacticidae,
Tigriopus,fulvus,20,43.7,LT50,,,N,,,,,,,25,1,32.6,-16.85,0,Davenport_et_al_1997,1,20,-2.1,LT50,,,N,,,,,,,,25,,32.6,-16.85,0,Davenport_et_al_1997,1,Arthropoda,Maxillopoda,Harpacticoida,Harpacticidae,
Lumbriculus,variegatus,25,30.1,LT50,,,N,,,,,,,,,-38.1,175.49,,Quinn_et_al_1994,1,,,,,,,,,,,,,,,,,,,,,Annelida,Oligochaeta,Lumbriculida,Lumbriculidae,
Ophioneries,fasciata,,31.8,ctmax,,,N,,,,,,,26,0.017,-45.8,170.6,0,Morley_et_al_2016,1,,,,,,,,,,,,,,,,,,,,,Echinodermata,Ophiuroidea,Ophiurida,Ophionereidae,
Ophiostigma,abnorme,,35.6,ctmax,,,N,,,,,,,26,0.017,-7.89,-14.38,0,Morley_et_al_2016,1,,,,,,,,,,,,,,,,,,,,,Echinodermata,Ophiuroidea,Ophiurida,Amphiuridae,
Philomedidae,sp.1,3,14,LT100,,,N,,,,,,,,0.07,-77.8,166.67,0,Bates_et_al_2010,1,,,,,,,,,,,,,,,,,,,,,Arthropoda,Ostracoda,Myodocopida,Philomedidae,
Arthrocladia,villosa,,27,LT0,,,N,3,30,LT100,,,3,,,48.7262,-3.985322,0,Biebl_1958,1,,-2,LT0,,,N,6,,-8,LT100,,,6,,,48.7262,-3.985322,0,Biebl_1958,1,Phaeophyceae,Phaeophyceae,Desmarestiales,Arthrocladiaceae,
Dictyopteris,ligulata,,24,LT0,,,N,3,27,LT100,,,3,,,48.7262,-3.985322,0,Biebl_1958,1,,-2,LT0,,,N,6,,-8,LT100,,,6,,,48.7262,-3.985322,0,Biebl_1958,1,Phaeophyceae,Phaeophyceae,Dictyotales,Dictyotaceae,
Dictyopteris,polypodioides,,24,LT0,,,N,3,27,LT100,,,3,,,48.7262,-3.985322,0,Biebl_1958,1,,3,LT0,,,N,5,,-2,LT100,,,5,,,48.7262,-3.985322,0,Biebl_1958,1,Phaeophyceae,Phaeophyceae,Dictyotales,Dictyotaceae,
Halopteris,filicina,,27,LT0,,,N,3,30,LT100,,,3,,,48.7262,-3.985322,0,Biebl_1958,1,,-2,LT0,,,N,6,,-8,LT100,,,6,,,48.7262,-3.985322,0,Biebl_1958,1,Phaeophyceae,Phaeophyceae,Sphacelariales,Stypocaulaceae,
Sporochnus,pedunculatus,,27,LT0,,,N,3,35,LT100,,,5,,,48.7262,-3.985322,0,Biebl_1958,1,,-2,LT0,,,N,6,,-8,LT100,,,6,,,48.7262,-3.985322,0,Biebl_1958,1,Phaeophyceae,Phaeophyceae,Sporochnales,Sporochnaceae,
Dictyota,dichotoma,,32,LT0,,,N,3,40,LT100,,,5,,,10.448419,-64.197836,0,Biebl_1962,1,,5,LT0,,,N,2,,3,LT100,,,2,,,10.448419,-64.197836,0,Biebl_1962,1,Phaeophyceae,Phaeophyceae,Dictyotales,Dictyotaceae,
Dictyota,divaricata,,33.5,LT0,,,N,4,37.5,LT100,,,4,,,17.953043,-67.154763,0,Biebl_1962,1,,8,LT0,,,N,3,,5,LT100,,,3,,,17.953043,-67.154763,0,Biebl_1962,1,Phaeophyceae,Phaeophyceae,Dictyotales,Dictyotaceae,
Chordaria,flagelliformis,3,23,LT0,,,N,1,24,LT100,,,1,,,69.241375,-53.55309,0,Bischoff_&_Wiencke_1993,1,,,,,,,,,,,,,,,,,,,,,Phaeophyceae,Phaeophyceae,Ectocarpales,Chordariaceae,
Eudesme,virescens,3,30,LT0,,,N,1,31,LT100,,,1,,,69.241375,-53.55309,0,Bischoff_&_Wiencke_1993,1,,,,,,,,,,,,,,,,,,,,,Phaeophyceae,Phaeophyceae,Ectocarpales,Chordariaceae,
Pylaiella,littoralis,3,21,LT0,,,N,1,22,LT100,,,1,,,69.241375,-53.55309,0,Bischoff_&_Wiencke_1993,1,,,,,,,,,,,,,,,,,,,,,Phaeophyceae,Phaeophyceae,Ectocarpales,Acinetosporaceae,
Ecklonia,biruncinata,,26,ctmax,,,N,4,,,,,,F,,-34.13429,18.320854,0,"Bolton_&_Anderson_1985, 1987",1,,4,ctmin,,,N,4,,,,,,,,,-34.13429,18.320854,0,"Bolton_&_Anderson_1985, 1987",1,Phaeophyceae,Phaeophyceae,Laminariales,Lessoniaceae,
Ecklonia,maxima,,22.5,ctmax,,,N,2.5,,,,,,,,-34.13429,18.320854,0,Bolton_&_Levitt_1985,1,,10,ctmin,,,N,5,,,,,,,,,-34.13429,18.320854,0,Bolton_&_Levitt_1985,1,Phaeophyceae,Phaeophyceae,Laminariales,Lessoniaceae,
Laminaria,longicruris,,23,LT0,,,Y,1,24,LT100,NA,,,,,69.189095,-113.83415,0,Bolton_&_Lüning_1982,1,,,,,,,,,,,,,,,,,,,,,Phaeophyceae,Phaeophyceae,Laminariales,Laminariaceae,
Acrothrix,gracilis,6,15,LT0,,,N,5,20,LT100,NA,,5,,,47.53333,-52.616667,0,Forward_&_South_1985,1,,,,,,,,,,,,,,,,,,,,,Phaeophyceae,Phaeophyceae,Ectocarpales,Chordariaceae,
Alaria,esculenta,3,17,LT0,,,N,4,21,LT100,NA,,4,,,78.92422,11.975902,0,Fredersdorf_et_al_2009,1,,,,,,,,,,,,,,,,,,,,,Phaeophyceae,Phaeophyceae,Laminariales,Alariaceae,
myagropsis,Myagroides,,30,ctmax,,,N,1,,,,,,,,34.076603,133.290823,0,Haraguchi_et_al_2005,1,,,,,,,,,,,,,,,,,,,,,Phaeophyceae,Phaeophyceae,Fucales,Sargassaceae,
Sargassum,fulvellum,,30,ctmax,,,N,1,,,,,,,,34.076603,133.290823,0,Haraguchi_et_al_2005,1,,,,,,,,,,,,,,,,,,,,,Phaeophyceae,Phaeophyceae,Fucales,Sargassaceae,
Sargassum,hemiphyllum,,27,ctmax,,,N,1,,,,,,,,34.076603,133.290823,0,Haraguchi_et_al_2005,1,,,,,,,,,,,,,,,,,,,,,Phaeophyceae,Phaeophyceae,Fucales,Sargassaceae,
Sargassum,horneri,,27,ctmax,,,N,1,,,,,,,,34.076603,133.290823,0,Haraguchi_et_al_2005,1,,,,,,,,,,,,,,,,,,,,,Phaeophyceae,Phaeophyceae,Fucales,Sargassaceae,
Sargassum,macrocarpum,,31,ctmax,,,N,1,,,,,,,,34.076603,133.290823,0,Haraguchi_et_al_2005,1,,,,,,,,,,,,,,,,,,,,,Phaeophyceae,Phaeophyceae,Fucales,Sargassaceae,
Sargassum,micracanthum,,27,ctmax,,,N,1,,,,,,,,34.076603,133.290823,0,Haraguchi_et_al_2005,1,,,,,,,,,,,,,,,,,,,,,Phaeophyceae,Phaeophyceae,Fucales,Sargassaceae,
Sargassum,patens,,31,ctmax,,,N,1,,,,,,,,34.076603,133.290823,0,Haraguchi_et_al_2005,1,,,,,,,,,,,,,,,,,,,,,Phaeophyceae,Phaeophyceae,Fucales,Sargassaceae,
Sargassum,piluliferum,,30,ctmax,,,N,1,,,,,,,,34.076603,133.290823,0,Haraguchi_et_al_2005,1,,,,,,,,,,,,,,,,,,,,,Phaeophyceae,Phaeophyceae,Fucales,Sargassaceae,
Sargassum,thunbergii,,31,ctmax,,,N,1,,,,,,,,34.076603,133.290823,0,Haraguchi_et_al_2005,1,,,,,,,,,,,,,,,,,,,,,Phaeophyceae,Phaeophyceae,Fucales,Sargassaceae,
Agarum,fimbriatum,,20,LT0,,,N,3,23,LT100,NA,,3,,,48.536683,-123.015409,0,Lüning_&_Freshwater_1988,1,,,,,,,,,,,,,,,,,,,,,Phaeophyceae,Phaeophyceae,Laminariales,Costariaceae,
Alaria,marginata,,18,LT0,,,N,2,20,LT100,NA,,2,,,48.536683,-123.015409,0,Lüning_&_Freshwater_1988,1,,,,,,,,,,,,,,,,,,,,,Phaeophyceae,Phaeophyceae,Laminariales,Alariaceae,
Analipus,japonicus,,25,LT0,,,N,3,28,LT100,NA,,3,,,48.536683,-123.015409,0,Lüning_&_Freshwater_1988,1,,,,,,,,,,,,,,,,,,,,,Phaeophyceae,Phaeophyceae,Heterochordariaceae,Heterochordariaceae,
Costaria,costata,,20,LT0,,,N,3,23,LT100,NA,,3,,,48.536683,-123.015409,0,Lüning_&_Freshwater_1988,1,,,,,,,,,,,,,,,,,,,,,Phaeophyceae,Phaeophyceae,Laminariales,Costariaceae,
Cymathaere,triplicata,,15,LT0,,,N,3,18,LT100,NA,,3,,,48.536683,-123.015409,0,Lüning_&_Freshwater_1988,1,,,,,,,,,,,,,,,,,,,,,Phaeophyceae,Phaeophyceae,Laminariales,Laminariaceae,
Egregia,menziesii,,18,LT0,,,N,2,20,LT100,NA,,2,,,48.536683,-123.015409,0,Lüning_&_Freshwater_1988,1,,,,,,,,,,,,,,,,,,,,,Phaeophyceae,Phaeophyceae,Laminariales,Lessoniaceae,
Fucus,gardneri,,23,LT0,,,N,2,25,LT100,NA,,2,,,48.536683,-123.015409,0,Lüning_&_Freshwater_1988,1,,,,,,,,,,,,,,,,,,,,,Phaeophyceae,Phaeophyceae,Fucales,Fucaceae,
Laminaria,sinclairii,,20,LT0,,,N,3,23,LT100,NA,,3,,,48.536683,-123.015409,0,Lüning_&_Freshwater_1988,1,,,,,,,,,,,,,,,,,,,,,Phaeophyceae,Phaeophyceae,Laminariales,Laminariaceae,
Leathesia,difformis ,,18,LT0,,,N,2,20,LT100,NA,,2,,,48.536683,-123.015409,0,Lüning_&_Freshwater_1988,1,,,,,,,,,,,,,,,,,,,,,Phaeophyceae,Phaeophyceae,Ectocarpales,Chordariaceae,
Macrocystis,integrifolia,,23,LT0,,,N,2,25,LT100,NA,,2,,,48.536683,-123.015409,0,Lüning_&_Freshwater_1988,1,,,,,,,,,,,,,,,,,,,,,Phaeophyceae,Phaeophyceae,Laminariales,Laminariaceae,
Nereocystis,luetkeana,,18,LT0,,,N,2,20,LT100,NA,,2,,,48.536683,-123.015409,0,Lüning_&_Freshwater_1988,1,,,,,,,,,,,,,,,,,,,,,Phaeophyceae,Phaeophyceae,Laminariales,Laminariaceae,
Pleurophycus,gardneri,,15,LT0,,,N,3,18,LT100,NA,,3,,,48.536683,-123.015409,0,Lüning_&_Freshwater_1988,1,,,,,,,,,,,,,,,,,,,,,Phaeophyceae,Phaeophyceae,Laminariales,Alariaceae,
Postelsia,palmaeformis,,15,LT0,,,N,3,18,LT100,NA,,3,,,48.536683,-123.015409,0,Lüning_&_Freshwater_1988,1,,,,,,,,,,,,,,,,,,,,,Phaeophyceae,Phaeophyceae,Laminariales,Laminariaceae,
Pterygophora,californica,,18,LT0,,,N,2,20,LT100,NA,,2,,,48.536683,-123.015409,0,Lüning_&_Freshwater_1988,1,,,,,,,,,,,,,,,,,,,,,Phaeophyceae,Phaeophyceae,Laminariales,Alariaceae,
Saccharina,groenlandica,,18,LT0,,,N,2,20,LT100,NA,,2,,,48.536683,-123.015409,0,Lüning_&_Freshwater_1988,1,,,,,,,,,,,,,,,,,,,,,Phaeophyceae,Phaeophyceae,Laminariales,Laminariaceae,
Saccharina,sessilis,,15,LT0,,,N,3,18,LT100,NA,,3,,,48.536683,-123.015409,0,Lüning_&_Freshwater_1988,1,,,,,,,,,,,,,,,,,,,,,Phaeophyceae,Phaeophyceae,Laminariales,Laminariaceae,
Sargassum,muticum,,28,LT0,,,N,2,30,LT100,NA,,2,,,48.536683,-123.015409,0,Lüning_&_Freshwater_1988,1,,,,,,,,,,,,,,,,,,,,,Phaeophyceae,Phaeophyceae,Fucales,Sargassaceae,
Soranthera,ulvoidea,,20,LT0,,,N,3,23,LT100,NA,,3,,,48.536683,-123.015409,0,Lüning_&_Freshwater_1988,1,,,,,,,,,,,,,,,,,,,,,Phaeophyceae,Phaeophyceae,Ectocarpales,Chordariaceae,
Laminaria,digitata,9,19,LT0,,,N,1,21,LT100,NA,,1,,,54.19261,7.86732,0,Lüning_1980,1,,,,,,,,,,,,,,,,,,,,,Phaeophyceae,Phaeophyceae,Laminariales,Laminariaceae,
Laminaria,hyperborea,10,19,LT0,,,N,1,21,LT100,NA,,1,,,54.19261,7.86732,0,Lüning_1980,1,,,,,,,,,,,,,,,,,,,,,Phaeophyceae,Phaeophyceae,Laminariales,Laminariaceae,
Laminaria,latissima,9,21,LT0,,,N,1,22,LT100,NA,,1,,,54.19261,7.86732,0,Lüning_1980,1,,,,,,,,,,,,,,,,,,,,,Phaeophyceae,Phaeophyceae,Laminariales,Laminariaceae,
Ascophyllum,nodosum,4,28,LT0,,,N,2,30,LT100,NA,,2,,,54.19261,7.86732,0,Lüning_1984,1,,,,,,,,,,,,,,,,,,,,,Phaeophyceae,Phaeophyceae,Fucales,Fucaceae,
Chorda,filum,2,20,LT0,,,N,3,23,LT100,NA,,3,,,54.19261,7.86732,0,Lüning_1984,1,,,,,,,,,,,,,,,,,,,,,Phaeophyceae,Phaeophyceae,Laminariales,Chordaceae,
Cladostephus,spongiosus,6,28,LT0,,,N,2,30,LT100,NA,,2,,,54.19261,7.86732,0,Lüning_1984,1,,,,,,,,,,,,,,,,,,,,,Phaeophyceae,Phaeophyceae,Sphacelariales,Cladostephaceae,
