Genus,Species,Phylum,Class,Order,Family,Realm,Realm_detail,Realm_source,thermy,demers_pelag,demers_pelag_fb,demers_pelag_source,mobility,mobility_source,weight,weight_source,length,lengthType,length_source,fishbase_sci
Menidia,beryllina,Chordata,Actinopteri,Atheriniformes,Atherinopsidae,Freshwater,brackish,fishbase,ectotherm,pelagic,pelagic-neritic,fishbase,swim,,21.62322,fishbase from LW relationship of related species,15,TL,fishbase,Menidia beryllina
Parakanthophoreus,antarcticus,Arthropoda,Malacostraca,Tanaidacea,Akanthophoreidae,Marine,marine,WoRMS,ectotherm,demersal,benthic,WoRMS,swim,,NA,NA,0.4,body length,Bates et al. 2010 Supplement 2 (under Paraleptognathia antarctica),NA
Ophiostigma,abnorme,Echinodermata,Ophiuroidea,Ophiurida,Amphiuridae,Marine,marine,WoRMS,ectotherm,demersal,benthic,WoRMS,crawl,,NA,NA,20,arm-body diameter-arm,estimate from Vopel et al. 2003 https://aslopubs.onlinelibrary.wiley.com/doi/epdf/10.4319/lo.2003.48.5.2034; Fujita et al. 2011 http://www.kahaku.go.jp/research/publication/zoology/download/37_4/BNMNS_A370406.pdf,NA
Apogon,dovii,Chordata,Actinopteri,Kurtiformes,Apogonidae,Marine,marine,fishbase,ectotherm,demersal,reef-associated,fishbase,swim,,7.72,fishbase from LW relationship of related species,7.5,TL,fishbase,Apogon dovii
Apogon,novemfasciatus,Chordata,Actinopteri,Kurtiformes,Apogonidae,Marine,marine,fishbase,ectotherm,demersal,reef-associated,fishbase,swim,,16.31284471,fishbase from LW and reverse LL relationship,10,TL,fishbase,Ostorhinchus novemfasciatus
Apogon,pacifici,Chordata,Actinopteri,Kurtiformes,Apogonidae,Marine,marine,fishbase,ectotherm,demersal,reef-associated,fishbase,swim,,12.21341811,fishbase from LW relationship,10,TL,fishbase,Apogon pacificus
Acar,domingensis,Mollusca,Bivalvia,Arcoida,Arcidae,Marine,marine,WoRMS,ectotherm,demersal,benthic,sealifebase,sessile,,NA,NA,2.12,TL,sealifebase,Acar domingensis
Ascidia,ceratodes,Chordata,Ascidiacea,Enterogona,Ascidiidae,Marine,marine,sealifebase,ectotherm,demersal,demersal,sealifebase,sessile,,NA,NA,16,TL,Cheney et al. 1997 https://doi.org/10.1016/S0742-8413(96)00194-6,Ascidia ceratodes
Atherinops,affinis,Chordata,Actinopteri,Atheriniformes,Atherinopsidae,Marine,brackish,fishbase,ectotherm,pelagic,pelagic-neritic,fishbase,swim,,333.0920762,fishbase from LW relationship,37,TL,fishbase,Atherinops affinis
Menidia,menidia,Chordata,Actinopteri,Atheriniformes,Atherinopsidae,Marine,brackish,fishbase,ectotherm,pelagic,pelagic-neritic,fishbase,swim,,21.62322002,fishbase from LW relationship,15,TL,fishbase,Menidia menidia
Lipophrys,trigloides,Chordata,Actinopteri,Perciformes,Blenniidae,Marine,marine,fishbase,ectotherm,demersal,demersal,fishbase,swim,,20.43,fishbase from LW relationship of related species,13,TL,fishbase,Lipophrys trigloides
Parablennius,marmoreus,Chordata,Actinopteri,Perciformes,Blenniidae,Marine,marine,fishbase,ectotherm,demersal,reef-associated,fishbase,swim,,8,LW relationship from Camilato et al. 2010 https://doi.org/10.1111/j.1439-0426.2009.01343.x,8.5,TL,fishbase,Parablennius marmoreus
Plagiotremus,azaleus,Chordata,Actinopteri,Perciformes,Blenniidae,Marine,marine,fishbase,ectotherm,demersal,reef-associated,fishbase,swim,,NA,NA,10,TL,fishbase,Plagiotremus azaleus
Metacarcinus,magister,Arthropoda,Malacostraca,Decapoda,Cancridae,Marine,brackish,sealifebase,ectotherm,demersal,demersal,sealifebase,crawl,,1500,http://www.specialistidelvivo.com/granciporro_cancer-magister_eng.asp,22.5,CW,sealifebase,Metacarcinus magister
Eucidaris,tribuloides,Echinodermata,Echinoidea,Cidaroida,Cidaridae,Marine,marine,sealifebase,ectotherm,demersal,benthic,sealifebase,crawl,,NA,NA,13,WD,sealifebase,Eucidaris tribuloides
Cirrhitichthys,oxycephalus,Chordata,Actinopteri,Perciformes,Cirrhitidae,Marine,marine,fishbase,ectotherm,demersal,reef-associated,fishbase,swim,,18.06671054,fishbase from LW relationship,10,TL,fishbase,Cirrhitichthys oxycephalus
Distaplia,occidentalis,Chordata,Ascidiacea,Enterogona,Clavelinidae,Marine,marine,sealifebase,ectotherm,demersal,demersal,sealifebase,sessile,,NA,NA,10,TD,sealifebase,Distaplia occidentalis
Clupea,harengus,Chordata,Actinopteri,Clupeiformes,Clupeidae,Marine,brackish,fishbase,ectotherm,demersal,benthopelagic,fishbase,swim,,1050,fishbase,51.9903,TL,fishbase from LL relationship,Clupea harengus
Sardinops,melanosticta,Chordata,Actinopteri,Clupeiformes,Clupeidae,Marine,marine,fishbase,ectotherm,pelagic,pelagic-neritic,fishbase,swim,,486,fishbase,46.6236275,TL,fishbase from LL relationship,Sardinops sagax
Clinocottus,globiceps,Chordata,Actinopteri,Perciformes,Cottidae,Marine,marine,fishbase,ectotherm,demersal,demersal,fishbase,swim,,NA,NA,19,TL,fishbase,Clinocottus globiceps
Leptocottus,armatus,Chordata,Actinopteri,Perciformes,Cottidae,Marine,brackish,fishbase,ectotherm,demersal,demersal,fishbase,swim,,1954.506309,fishbase from LW relationship,46,TL,fishbase,Leptocottus armatus
Myoxocephalus,quadricornis_hexacornis,Chordata,Actinopteri,Perciformes,Cottidae,Marine,brackish,fishbase,ectotherm,demersal,demersal,fishbase,swim,,260,fishbase,60,TL,fishbase,Myoxocephalus quadricornis
Crangon,crangon,Arthropoda,Malacostraca,Decapoda,Crangonidae,Marine,brackish,sealifebase,ectotherm,demersal,benthic,sealifebase,swim,,3.345,Haefner & Spaargaren 1993 https://doi.org/10.2307/1548792,8.899999619,TL,sealifebase,Crangon crangon
Cyprinodon,dearborni,Chordata,Actinopteri,Cyprinodontiformes,Cyprinodontidae,Marine,freshwater,fishbase,ectotherm,demersal,benthopelagic,fishbase,swim,,NA,NA,4,TL,fishbase,Cyprinodon dearborni
Cyprinodon,variegatus,Chordata,Actinopteri,Cyprinodontiformes,Cyprinodontidae,Marine,brackish,fishbase,ectotherm,demersal,benthopelagic,fishbase,swim,,18.33343443,fishbase from LW and LL relationship,9,TL,fishbase,Cyprinodon variegatus variegatus
Floridichthys,carpio,Chordata,Actinopteri,Cyprinodontiformes,Cyprinodontidae,Marine,brackish,fishbase,ectotherm,demersal,benthopelagic,fishbase,swim,,NA,NA,8,TL,fishbase,Floridichthys carpio
Dasyatis,sabina,Chordata,Chondrichthyes,Myliobatiformes,Dasyatidae,Marine,brackish,fishbase,ectotherm,demersal,demersal,fishbase,swim,,4870,fishbase,61,WD,fishbase,Dasyatis sabina
Donax,serra,Mollusca,Bivalvia,Veneroida,Donacidae,Marine,marine,WoRMS,ectotherm,demersal,benthic,sealifebase,sessile,,NA,NA,6.5,anterior-posterior,Donn 1987 http://www.int-res.com/articles/meps/35/m035p217.pdf,Donax serra
Donax,sordidus,Mollusca,Bivalvia,Veneroida,Donacidae,Marine,marine,WoRMS,ectotherm,demersal,benthic,sealifebase,sessile,,NA,NA,2.8,greatest shell length,McLachan 1978 https://www.ajol.info/index.php/az/article/view/151464,Donax sordidus
Sterechinus,neumayeri,Echinodermata,Echinoidea,Echinoida,Echinidae,Marine,marine,sealifebase,ectotherm,demersal,benthic,sealifebase,crawl,,NA,NA,7,TD,Brey et al. 1995 https://doi.org/10.1007/BF00347132,Sterechinus neumayeri
Echinometra,lucunter,Echinodermata,Echinoidea,Echinoida,Echinometridae,Marine,marine,sealifebase,ectotherm,demersal,reef-associated,sealifebase,crawl,,NA,NA,15,WD,sealifebase,Echinometra lucunter
Engraulis,japonicus,Chordata,Actinopteri,Clupeiformes,Engraulidae,Marine,marine,fishbase,ectotherm,pelagic,pelagic-neritic,fishbase,swim,,45,fishbase,18,TL,fishbase,Engraulis japonicus
Fundulus,parvipinnis,Chordata,Actinopteri,Cyprinodontiformes,Fundulidae,Marine,brackish,fishbase,ectotherm,demersal,benthopelagic,fishbase,swim,,21.50083019,fishbase from LW and LL relationship,10.8,TL,fishbase,Fundulus parvipinnis
Lucania,parva,Chordata,Actinopteri,Cyprinodontiformes,Fundulidae,Marine,amphidromous,fishbase,ectotherm,pelagic,pelagic-neritic,fishbase,swim,,8.54,fishbase from LW relationship,6.2,TL,fishbase,Lucania parva
Boreogadus,saida,Chordata,Actinopteri,Gadiformes,Gadidae,Marine,brackish,fishbase,ectotherm,demersal,demersal,fishbase,swim,,536.4284749,fishbase from LW relationship,40,TL,fishbase,Boreogadus saida
Gammarus,locusta,Arthropoda,Malacostraca,Amphipoda,Gammaridae,Marine,brackish,sealifebase,ectotherm,demersal,demersal,sealifebase,swim,,0.056,weight-length relationship from Costa & Costa 1999,0.16,TL,Costa & Costa 1999 ,Gammarus locusta
Apeltes,quadracus<ca>,Chordata,Actinopteri,Perciformes,Gasterosteidae,Marine,brackish,fishbase,ectotherm,demersal,benthopelagic,fishbase,swim,,NA,NA,6.4,TL,fishbase,Apeltes quadracus
Pungitius,pungitius,Chordata,Actinopteri,Perciformes,Gasterosteidae,Marine,anadromous,fishbase,ectotherm,demersal,benthopelagic,fishbase,swim,,5.458177143,fishbase from LW and LL relationship,9,TL,fishbase,Pungitius pungitius
Eucinostomus,gracilis,Chordata,Actinopteri,Perciformes,Gerreidae,Marine,brackish,fishbase,ectotherm,demersal,demersal,fishbase,swim,,195.1813297,fishbase from LW relationship,21,TL,fishbase,Eucinostomus gracilis
Gobiesox,strumosus,Chordata,Actinopteri,Blenniiformes,Gobiesocidae,Marine,brackish,fishbase,ectotherm,demersal,reef-associated,fishbase,swim,,7.063031939,fishbase from LW relationship,8,TL,fishbase,Gobiesox strumosus
Bathygobius,fuscus,Chordata,Actinopteri,Perciformes,Gobiidae,Marine,amphidromous,fishbase,ectotherm,demersal,reef-associated,fishbase,swim,,NA,NA,12,TL,fishbase,Bathygobius fuscus
Bathygobius,ramosus,Chordata,Actinopteri,Perciformes,Gobiidae,Marine,marine,fishbase,ectotherm,demersal,reef-associated,fishbase,swim,,NA,NA,20,TL,fishbase,Bathygobius ramosus
Bathygobius,sp.1,Chordata,Actinopteri,Perciformes,Gobiidae,Marine,marine,fishbase,ectotherm,demersal,reef-associated,fishbase (from other species within genus),swim,,10,comparison against other Gobiinae subfamily in fishbase,9.3,TL,fishbase (mean of entire genus),NA
Bathygobius,sp.2,Chordata,Actinopteri,Perciformes,Gobiidae,Marine,marine,fishbase,ectotherm,demersal,reef-associated,fishbase (from other species within genus),swim,,10,comparison against other Gobiinae subfamily in fishbase,9.3,TL,fishbase (mean of entire genus),NA
Coryphopterus,urospilus,Chordata,Actinopteri,Perciformes,Gobiidae,Marine,marine,fishbase,ectotherm,demersal,reef-associated,fishbase,swim,,3.044917822,fishbase from LW relationship,6.5,TL,fishbase,Coryphopterus urospilus
Gillichthys,mirabilis,Chordata,Actinopteri,Perciformes,Gobiidae,Marine,brackish,fishbase,ectotherm,demersal,demersal,fishbase,swim,,183.6162071,fishbase from LW and reverse LL relationship,21,TL,fishbase,Gillichthys mirabilis
Gobius,niger,Chordata,Actinopteri,Perciformes,Gobiidae,Marine,brackish,fishbase,ectotherm,demersal,demersal,fishbase,swim,,74.95587521,fishbase from LW relationship,18,TL,fishbase,Gobius niger
Gobius,paganellus,Chordata,Actinopteri,Perciformes,Gobiidae,Marine,amphidromous,fishbase,ectotherm,demersal,demersal,fishbase,swim,,30.00198061,fishbase from LW relationship,13,TL,fishbase,Gobius paganellus
Periophthalmus,kalolo,Chordata,Actinopteri,Perciformes,Gobiidae,Marine,brackish,fishbase,ectotherm,demersal,reef-associated,fishbase,swim,,NA,NA,17.03139212,TL,fishbase from reverse LL relationship,Periophthalmus kalolo
Haemulon,bonariense,Chordata,Actinopteri,Perciformes,Haemulidae,Marine,marine,fishbase,ectotherm,demersal,reef-associated,fishbase,swim,,1177.253067,fishbase from LW relationship,40,TL,fishbase,Haemulon bonariense
Haemulon,steindachneri,Chordata,Actinopteri,Perciformes,Haemulidae,Marine,marine,fishbase,ectotherm,demersal,reef-associated,fishbase,swim,,300,fishbase,30,TL,fishbase,Haemulon steindachneri
Hippolyte,obliquimanus,Arthropoda,Malacostraca,Decapoda,Hippolytidae,Marine,marine,sealifebase,ectotherm,demersal,demersal,sealifebase,swim,https://books.google.com/books?id=tUl5ESavtRIC&pg=PA305#v=onepage&q&f=false,1,only up to 3.4 mm carapace length. See Terossi et al. 2008 Marine Biology,0.34,carapace length,only up to 3.4 mm carapace length. See Terossi et al. 2008 Marine Biology,Hippolyte obliquimanus
Saduria,entomon,Arthropoda,Malacostraca,Isopoda,Idoteidae,Marine,brackish,sealifebase,ectotherm,demersal,benthic,sealifebase,swim,Haahtela 1990 www.jstor.org/stable/23736048,10,Haahtela 1990 www.jstor.org/stable/23736048,8.6,body length,Aquascope,Saduria entomon
Kuhlia,sandvicensis,Chordata,Actinopteri,Perciformes,Kuhliidae,Marine,amphidromous,fishbase,ectotherm,demersal,benthopelagic,fishbase,swim,,169.53125,fishbase from LW relationship,25,TL,fishbase,Kuhlia sandvicensis
Girella,nigricans,Chordata,Actinopteri,Perciformes,Kyphosidae,Marine,marine,fishbase,ectotherm,demersal,benthopelagic,fishbase,swim,,11403.85914,fishbase from LW and LL relationship,66,TL,fishbase,Girella nigricans
Halichoeres,dispilus,Chordata,Actinopteri,Perciformes,Labridae,Marine,marine,fishbase,ectotherm,demersal,reef-associated,fishbase,swim,,NA,NA,25,TL,fishbase,Halichoeres dispilus
Scarus,iseri<ca>,Chordata,Actinopteri,Perciformes,Labridae,Marine,marine,fishbase,ectotherm,demersal,reef-associated,fishbase,swim,,766.38,fishbase from LW relationship,35,TL,fishbase,Scarus iserti
Tautogolabrus,adspersus,Chordata,Actinopteri,Perciformes,Labridae,Marine,marine,fishbase,ectotherm,demersal,reef-associated,fishbase,swim,,1000,fishbase,38,TL,fishbase,Tautogolabrus adspersus
Thalassoma,lucasanum,Chordata,Actinopteri,Perciformes,Labridae,Marine,marine,fishbase,ectotherm,demersal,reef-associated,fishbase,swim,,30.5605516,fishbase from LW relationship,15,TL,fishbase,Thalassoma lucasanum
Malacoctenus,zonifer,Chordata,Actinopteri,Perciformes,Labrisomidae,Marine,marine,fishbase,ectotherm,demersal,demersal,fishbase,swim,,NA,NA,8,TL,fishbase,Malacoctenus zonifer
Laternula,elliptica,Mollusca,Bivalvia,Pholadomyoida,Laternulidae,Marine,marine,WoRMS,ectotherm,demersal,benthic,sealifebase,sessile,EOL,NA,NA,8.3,SHL,sealifebase,Laternula elliptica
Eudorella,splendida,Arthropoda,Malacostraca,Cumacea,Leuconidae,Marine,marine,sealifebase,ectotherm,demersal,benthic,sealifebase,crawl,EOL (Cumacea),1,only up to 8.5 mm body length. See Blazewicz-Paszkowycz 2001 Polish Polar Research,0.85,body length,only up to 8.5 mm body length. See Blazewicz-Paszkowycz 2001 Polish Polar Research,Eudorella splendida
Limatula,hodgsoni,Mollusca,Bivalvia,Limoida,Limidae,Marine,marine,WoRMS,ectotherm,demersal,benthic,sealifebase,swim,http://shells.tricity.wsu.edu/ArcherdShellCollection/Bivalvia/Limidae.html,NA,NA,2.3,SHL,sealifebase,Limatula hodgsoni
Limopsis,marionensis,Mollusca,Bivalvia,Arcoida,Limopsidae,Marine,marine,sealifebase,ectotherm,demersal,benthic,sealifebase,sessile,,NA,NA,3.6,SHL,sealifebase,Limopsis marionensis
Lutjanus,apodus,Chordata,Actinopteri,Perciformes,Lutjanidae,Marine,marine,fishbase,ectotherm,demersal,reef-associated,fishbase,swim,,10800,fishbase,67.2,TL,fishbase,Lutjanus apodus
Lutjanus,guttatus,Chordata,Actinopteri,Perciformes,Lutjanidae,Marine,marine,fishbase,ectotherm,demersal,reef-associated,fishbase,swim,,1310,fishbase,80,TL,fishbase,Lutjanus guttatus
Onisimus,litoralis,Arthropoda,Malacostraca,Amphipoda,Lysianassidae,Marine,marine,sealifebase,ectotherm,demersal,benthic,Weslawski et al. 2006 http://www.polish.polar.pan.pl/ppr27/ppr27-259.pdf,crawl,,1,Boudrias & Carey 1988 Marine Ecology. only up to 17 mm,1.7,unknown,Boudrias & Carey 1988 Marine Ecology. only up to 17 mm,Onisimus litoralis
Orchomene,pinguides,Arthropoda,Malacostraca,Amphipoda,Lysianassidae,Marine,marine,sealifebase,ectotherm,demersal,benthic,"from other species in genus on sealifebase & ""lives on water-cut benches"" Slattery & Oliver 1986 https://doi.org/10.1007/BF00274880",swim,,1,only 7.5 mm body length. See Bates et al. 2010 Nat Comm supplemental table.,0.75,body length,only 7.5 mm body length. See Bates et al. 2010 Nat Comm supplemental table.,Orchomene pinguides
Mulinia,lateralis,Mollusca,Bivalvia,Veneroida,Mactridae,Marine,marine,WoRMS,ectotherm,demersal,benthic,sealifebase,sessile,,NA,NA,1.5,DL,sealifebase,Mulinia lateralis
Dicentrarchus,labrax,Chordata,Actinopteri,Perciformes,Moronidae,Marine,brackish,fishbase,ectotherm,demersal,demersal,fishbase,swim,,12000,fishbase,103,TL,fishbase,Dicentrarchus labrax
Ellochelon,vaigiensis,Chordata,Actinopteri,Mugiliformes,Mugilidae,Marine,catadromous,fishbase,ectotherm,demersal,reef-associated,fishbase,swim,,4314.412157,fishbase from LW relationship,63,TL,fishbase,Ellochelon vaigiensis
Liza,ramada,Chordata,Actinopteri,Mugiliformes,Mugilidae,Marine,catadromous,fishbase,ectotherm,pelagic,pelagic-neritic,fishbase,swim,,2900,fishbase,70,TL,fishbase,Liza ramada
Mugil,curema,Chordata,Actinopteri,Mugiliformes,Mugilidae,Marine,catadromous,fishbase,ectotherm,demersal,reef-associated,fishbase,swim,,680,fishbase,90,TL,fishbase,Mugil curema
Mullus,barbatus,Chordata,Actinopteri,Syngnathiformes,Mullidae,Marine,marine,fishbase,ectotherm,demersal,demersal,fishbase,swim,,680,fishbase,37.00800281,TL,fishbase from reverse LL relationship,Mullus barbatus barbatus
Mullus,surmuletus,Chordata,Actinopteri,Syngnathiformes,Mullidae,Marine,marine,fishbase,ectotherm,demersal,demersal,fishbase,swim,,1000,fishbase,47.55544583,TL,fishbase from reverse LL relationship,Mullus surmuletus
Trophonella,longstafi,Mollusca,Gastropoda,Neogastropoda,Muricidae,Marine,marine,WoRMS,ectotherm,demersal,benthic,WoRMS,crawl,,NA,NA,1.5,DL,sealifebase,Trophonella longstaffi
Mya,arenaria,Mollusca,Bivalvia,Myoida,Myidae,Marine,marine,WoRMS,ectotherm,demersal,benthic,sealifebase,sessile,http://www.iucngisd.org/gisd/species.php?sc=1159,NA,NA,10,TL,sealifebase,Mya arenaria
Aulacomya,atra<ca>,Mollusca,Bivalvia,Mytiloida,Mytilidae,Marine,marine,WoRMS,ectotherm,demersal,benthic,sealifebase,sessile,,NA,NA,16,DL,sealifebase,Aulacomya atra
Choromytilus,chorus,Mollusca,Bivalvia,Mytiloida,Mytilidae,Marine,marine,WoRMS,ectotherm,demersal,demersal,sealifebase,sessile,,NA,NA,5,SL,sealifebase,Choromytilus chorus
Bullia,rhodostoma,Mollusca,Gastropoda,Neogastropoda,Nassariidae,Marine,marine,WoRMS,ectotherm,demersal,benthic,sealifebase,crawl,,NA,NA,4.5,greatest shell length,McLachan et al. 1978 https://doi.org/10.1080/02541858.1979.11447647,Bullia rhodostoma
Trematomus,bernacchii,Chordata,Actinopteri,Perciformes,Nototheniidae,Marine,marine,fishbase,ectotherm,demersal,demersal,fishbase,swim,,NA,NA,28,TL,fishbase,Trematomus bernacchii
Trematomus,borchgrevinki,Chordata,Actinopteri,Perciformes,Nototheniidae,Marine,marine,fishbase,ectotherm,pelagic,pelagic-oceanic,fishbase,swim,,NA,NA,28,TL,fishbase,Pagothenia borchgrevinki
Trematomus,hansoni,Chordata,Actinopteri,Perciformes,Nototheniidae,Marine,marine,fishbase,ectotherm,demersal,demersal,fishbase,swim,,997.7758405,fishbase from LW relationship,41,TL,fishbase,Trematomus hansoni
Nymphon,sp.1,Arthropoda,Pycnogonida,Pantopoda,Nymphonidae,Marine,marine,sealifebase,ectotherm,demersal,benthic,WoRMS,crawl,,1,only 12.5 mm body length. See Bates et al. 2010 Nat Comm supplemental table.,1.25,body length,only 12.5 mm body length. See Bates et al. 2010 Nat Comm supplemental table.,NA
Odontaster,validus,Echinodermata,Asteroidea,Valvatida,Odontasteridae,Marine,marine,sealifebase,ectotherm,demersal,benthic,sealifebase,crawl,,25.7,Brose et al. dataset,11,TD,Encyclopedia of Life,Odontaster validus
Ophioneries,fasciata,Echinodermata,Ophiuroidea,Ophiurida,Ophionereidae,Marine,marine,sealifebase,ectotherm,demersal,benthic,http://www.marinelife.ac.nz/species/944,crawl,,NA,NA,20,arm-body diameter-arm,estimate from Vopel et al. 2003 https://aslopubs.onlinelibrary.wiley.com/doi/epdf/10.4319/lo.2003.48.5.2034; Fujita et al. 2011 http://www.kahaku.go.jp/research/publication/zoology/download/37_4/BNMNS_A370406.pdf,Ophionereis fasciata
Palaemon,longirostris,Arthropoda,Malacostraca,Decapoda,Palaemonidae,Marine,catadromous,sealifebase,ectotherm,demersal,demersal,sealifebase,swim,,0.49,mean weight from Gonzalez-Ortegon et al. 2010 10.1007/s10530-009-9585-2,7,TL,sealifebase,Palaemon longirostris
Adamussium,colbecki,Mollusca,Bivalvia,Pectinoida,Pectinidae,Marine,marine,WoRMS,ectotherm,demersal,benthic,sealifebase,sessile,,NA,NA,9,SHL,sealifebase,Adamussium colbecki
Argopecten,purpuratus,Mollusca,Bivalvia,Pectinoida,Pectinidae,Marine,marine,WoRMS,ectotherm,demersal,benthic,sealifebase,sessile,,NA,NA,12,SL,sealifebase,Argopecten purpuratus
Ensis,macha,Mollusca,Bivalvia,Veneroida,Pharidae,Marine,marine,WoRMS,,demersal,benthic,sealifebase,sessile,,NA,NA,16.5,,"Baron et al. 2004 https://doi.org/10.3989/scimar.2004.68n2211	",Ensis macha
Philomedidae,sp.1,Arthropoda,Ostracoda,Myodocopida,Philomedidae,Marine,marine,WoRMS,ectotherm,demersal,NA,"from other species in genus on sealifebase & ""sponge spicule mat"" Bates et al. 2010 Supplement 2",swim,Lum et al. 2008 iZootaxa https://labs.eemb.ucsb.edu/oakley/todd/publications/112,1,only 1 mm body length. See Bates et al. 2010 Nat Comm supplemental table.,0.1,body length,only 1 mm body length. See Bates et al. 2010 Nat Comm supplemental table.,NA
Heterophoxus,videns,Arthropoda,Malacostraca,Amphipoda,Phoxocephalidae,Marine,marine,sealifebase,ectotherm,demersal,benthic,sealifebase,swim,,1,only up to 10 mm body length. See Dauby et al. 2001 Hydrobiologia. Or Bates et al. 2010 Nat Comm supplemental table.,1,body length,only up to 10 mm body length. See Dauby et al. 2001 Hydrobiologia. Or Bates et al. 2010 Nat Comm supplemental table.,Heterophoxus videns
Platichthys,flesus,Chordata,Actinopteri,Pleuronectiformes,Pleuronectidae,Marine,catadromous,fishbase,ectotherm,demersal,demersal,fishbase,swim,,2930,fishbase,60,TL,fishbase,Platichthys flesus
pleuronectus,platessa,Chordata,Actinopteri,Pleuronectiformes,Pleuronectidae,Marine,brackish,fishbase,ectotherm,demersal,demersal,fishbase,swim,,7000,fishbase,100,TL,fishbase,Pleuronectes platessa
Pseudopleuronectes,americanus,Chordata,Actinopteri,Pleuronectiformes,Pleuronectidae,Marine,marine,fishbase,ectotherm,demersal,demersal,fishbase,swim,,3600,fishbase,64,TL,fishbase,Pseudopleuronectes americanus
Liocarcinus,marmoreus,Arthropoda,Malacostraca,Decapoda,Polybiidae,Marine,marine,sealifebase,ectotherm,demersal,demersal,sealifebase,swim,"""marbled swimming crab""",5,only up to 35 mm carapace length. See https://en.wikipedia.org/wiki/Liocarcinus_marmoreus and http://www.marlin.ac.uk/species/detail/1173,3.5,carapace length,only up to 35 mm carapace length. See https://en.wikipedia.org/wiki/Liocarcinus_marmoreus and http://www.marlin.ac.uk/species/detail/1173,Liocarcinus marmoreus
Abudefduf,saxatilis,Chordata,Actinopteri,Perciformes,Pomacentridae,Marine,marine,fishbase,ectotherm,demersal,reef-associated,fishbase,swim,,200,fishbase,22.9,TL,fishbase,Abudefduf saxatilis
Chromis,atrilobata,Chordata,Actinopteri,Perciformes,Pomacentridae,Marine,marine,fishbase,ectotherm,demersal,reef-associated,fishbase,swim,,37.04176568,fishbase from LW relationship,13.4,TL,fishbase,Chromis atrilobata
Dascyllus,aruanus,Chordata,Actinopteri,Perciformes,Pomacentridae,Marine,marine,fishbase,ectotherm,demersal,reef-associated,fishbase,swim,,22.3999814,fishbase from LW relationship,10,TL,fishbase,Dascyllus aruanus
Stegastes,acapulcoensis,Chordata,Actinopteri,Perciformes,Pomacentridae,Marine,marine,fishbase,ectotherm,demersal,reef-associated,fishbase,swim,,NA,NA,17,TL,fishbase,Stegastes acapulcoensis
Paramoera,walkeri,Arthropoda,Malacostraca,Amphipoda,Pontogeneiidae,Marine,marine,sealifebase,ectotherm,demersal,benthic,sealifebase,swim,,1,only 6 mm body length. See Bates et al. 2010 Nat Comm supplemental table.,0.6,body length,only 6 mm body length. See Bates et al. 2010 Nat Comm supplemental table.,Paramoera walkeri
Gari,solida,Mollusca,Bivalvia,Veneroida,Psammobiidae,Marine,marine,WoRMS,ectotherm,demersal,benthic,WoRMS,sessile,,NA,NA,8.6,anterior-posterior,Urban & Campos 1994  https://doi.org/10.1007/BF00349255,Gari solida
Onoba,gelida,Mollusca,Gastropoda,Littorinimorpha,Rissoidae,Marine,marine,WoRMS,ectotherm,demersal,benthic,sealifebase,crawl,,NA,NA,0.294,DL,sealifebase,Onoba gelida
Rivulus,marmoratus,Chordata,Actinopteri,Cyprinodontiformes,Rivulidae,Marine,brackish,fishbase,ectotherm,demersal,benthopelagic,fishbase,swim,,NA,NA,7.5,TL,fishbase,Kryptolebias marmoratus
Oncorhynchus,tshawytscha,Chordata,Actinopteri,Salmoniformes,Salmonidae,Marine,anadromous,fishbase,ectotherm,demersal,benthopelagic,fishbase,swim,,61400,fishbase,150,TL,fishbase,Oncorhynchus tshawytscha
Scorpaena,porcus,Chordata,Actinopteri,Perciformes,Scorpaenidae,Marine,marine,fishbase,ectotherm,demersal,demersal,fishbase,swim,,870,fishbase,40.5,TL,fishbase,Scorpaena porcus
Semele,corrugata,Mollusca,Bivalvia,Veneroida,Semelidae,Marine,marine,WoRMS,ectotherm,demersal,benthic,WoRMS,sessile,,NA,NA,9.78,shell length,Coan 1988 https://www.researchgate.net/profile/Eugene_Coan/publication/275463195_Recent_eastern_Pacific_species_of_the_bivalve_genus_Semele/links/553cfffb0cf245bdd7691cc4.pdf,NA
Semele,solida,Mollusca,Bivalvia,Veneroida,Semelidae,Marine,marine,WoRMS,ectotherm,demersal,demersal,sealifebase,sessile,,NA,NA,8.08,shell length,Coan 1988 https://www.researchgate.net/profile/Eugene_Coan/publication/275463195_Recent_eastern_Pacific_species_of_the_bivalve_genus_Semele/links/553cfffb0cf245bdd7691cc4.pdf,Semele solida
Tagelus,dombeii,Mollusca,Bivalvia,Veneroida,Solecurtidae,Marine,marine,WoRMS,ectotherm,demersal,demersal,sealifebase,sessile,,NA,NA,6.7,shell length,Abrahao et al. 2010 http://dx.doi.org/10.1590/S1984-46702010000100009,Tagelus dombeii
Pegusa,lascaris,Chordata,Actinopteri,Pleuronectiformes,Soleidae,Marine,brackish,fishbase,ectotherm,demersal,demersal,fishbase,swim,,1130.764162,fishbase from LW relationship,44.5401067,TL,fishbase from reverse LL relationship,Pegusa lascaris
Diplodus,bellottii,Chordata,Actinopteri,Spariformes,Sparidae,Marine,marine,fishbase,ectotherm,demersal,benthopelagic,fishbase,swim,,969.6436028,fishbase from LW relationship,35.8065,TL,fishbase from LL relationship,Diplodus bellottii
